Date,subjectivity,polarity,sentiment,djia_close1,djia_volume,qqq_close,axjo_close,clf_close,djia_close2
2010-07-27,subjective,negative,negative,down,down,down,up,down,down
2010-07-28,subjective,negative,negative,down,up,down,down,up,down
2010-07-29,subjective,positive,negative,down,up,up,down,up,up
2010-07-30,subjective,negative,negative,up,down,up,up,up,down
2010-08-02,subjective,positive,negative,down,down,down,up,up,up
2010-08-03,subjective,negative,negative,up,up,up,down,down,down
2010-08-04,subjective,positive,negative,down,down,down,up,down,down
2010-08-05,subjective,positive,negative,down,up,down,down,down,up
2010-08-06,subjective,positive,negative,up,up,up,up,up,down
2010-08-09,subjective,negative,negative,down,up,down,down,down,down
2010-08-10,subjective,positive,negative,down,up,down,down,down,down
2010-08-11,subjective,positive,negative,down,up,down,down,down,down
2010-08-12,subjective,negative,negative,down,down,down,up,down,down
2010-08-13,subjective,positive,negative,down,down,up,down,down,up
2010-08-16,subjective,positive,negative,up,up,up,up,up,up
2010-08-17,subjective,positive,negative,up,down,up,down,down,down
2010-08-18,subjective,positive,negative,down,up,down,up,down,down
2010-08-19,subjective,negative,negative,down,up,up,down,down,down
2010-08-20,subjective,positive,negative,down,down,down,down,down,down
2010-08-23,subjective,negative,negative,down,up,down,down,down,up
2010-08-24,subjective,negative,negative,up,down,up,down,up,down
2010-08-25,subjective,negative,negative,down,down,down,up,up,up
2010-08-26,subjective,positive,negative,up,up,up,up,up,down
2010-08-27,subjective,positive,negative,down,down,down,up,down,up
2010-08-30,subjective,positive,negative,up,up,down,down,down,up
2010-08-31,subjective,positive,negative,up,down,up,up,up,up
2010-09-01,subjective,positive,negative,up,down,up,up,up,up
2010-09-02,subjective,positive,negative,up,up,up,up,down,down
2010-09-03,subjective,negative,negative,down,down,down,up,down,up
2010-09-07,subjective,negative,negative,up,up,up,down,up,up
2010-09-08,subjective,positive,negative,up,down,up,up,down,up
2010-09-09,subjective,negative,negative,up,down,up,down,up,up
2010-09-10,subjective,positive,negative,up,up,up,up,up,down
2010-09-13,subjective,positive,negative,down,up,up,up,down,up
2010-09-14,subjective,positive,negative,up,down,up,up,down,up
2010-09-15,subjective,positive,negative,up,up,up,down,down,up
2010-09-16,subjective,negative,negative,up,up,up,up,down,up
2010-09-17,subjective,positive,negative,up,down,up,down,up,up
2010-09-20,subjective,positive,negative,up,up,down,down,down,down
2010-09-21,objective,positive,negative,down,down,down,up,up,down
2010-09-22,subjective,positive,negative,down,down,down,up,up,up
2010-09-23,subjective,positive,negative,up,up,up,down,up,down
2010-09-24,subjective,positive,negative,down,down,down,up,up,up
2010-09-27,subjective,positive,negative,up,up,down,down,down,down
2010-09-28,subjective,positive,negative,down,down,down,down,up,down
2010-09-29,subjective,positive,negative,down,up,down,down,up,up
2010-09-30,subjective,positive,negative,up,down,down,down,up,down
2010-10-01,subjective,negative,negative,down,down,down,up,down,up
2010-10-04,subjective,negative,negative,up,up,up,down,up,up
2010-10-05,subjective,positive,negative,up,down,down,up,up,down
2010-10-06,subjective,positive,negative,down,down,up,up,down,up
2010-10-07,subjective,positive,negative,up,up,up,down,up,up
2010-10-08,subjective,positive,negative,up,down,up,up,down,up
2010-10-11,subjective,positive,negative,up,up,up,down,down,up
2010-10-12,subjective,positive,negative,up,up,up,up,up,down
2010-10-13,subjective,negative,negative,down,down,down,up,down,down
2010-10-14,subjective,positive,positive,down,up,up,down,down,up
2010-10-15,subjective,positive,negative,up,down,down,down,up,down
2010-10-18,subjective,positive,negative,down,up,down,up,down,up
2010-10-19,subjective,positive,negative,up,down,up,down,up,up
2010-10-20,subjective,positive,negative,up,down,up,down,down,down
2010-10-21,subjective,positive,negative,down,down,up,up,up,up
2010-10-22,subjective,positive,negative,up,up,up,up,up,up
2010-10-25,subjective,negative,negative,up,down,up,down,up,down
2010-10-26,subjective,positive,negative,down,up,up,down,down,down
2010-10-27,subjective,negative,negative,down,down,up,up,up,up
2010-10-28,subjective,negative,negative,up,up,down,down,down,up
2010-10-29,subjective,negative,negative,up,down,up,up,up,up
2010-11-01,subjective,positive,negative,up,up,up,up,up,up
2010-11-02,subjective,positive,negative,up,up,up,up,up,up
2010-11-03,subjective,negative,negative,up,up,up,up,up,up
2010-11-04,subjective,negative,negative,up,down,up,up,up,down
2010-11-05,subjective,negative,negative,down,down,up,down,up,down
2010-11-08,subjective,negative,negative,down,up,down,down,down,up
2010-11-09,subjective,positive,negative,up,up,up,down,up,down
2010-11-10,subjective,positive,negative,down,up,down,up,up,down
2010-11-11,subjective,negative,negative,down,down,down,down,down,up
2010-11-12,subjective,negative,negative,up,down,down,down,down,down
2010-11-15,subjective,positive,negative,down,up,down,up,down,down
2010-11-16,subjective,positive,negative,down,down,up,down,down,up
2010-11-17,subjective,negative,negative,up,up,up,up,up,up
2010-11-18,subjective,negative,negative,up,up,up,down,down,down
2010-11-19,subjective,positive,negative,down,down,up,up,up,down
2010-11-22,subjective,negative,negative,down,up,down,down,down,up
2010-11-23,subjective,positive,negative,up,down,up,down,up,down
2010-11-24,subjective,positive,negative,down,up,down,up,up,down
2010-11-29,subjective,positive,negative,down,up,down,down,down,up
2010-11-30,subjective,negative,negative,up,down,up,up,up,up
2010-12-01,subjective,negative,negative,up,up,up,up,up,up
2010-12-02,subjective,positive,negative,up,down,up,up,up,down
2010-12-03,subjective,positive,negative,down,down,down,down,up,down
2010-12-06,subjective,positive,negative,down,up,up,up,down,up
2010-12-07,subjective,positive,negative,up,down,up,down,down,down
2010-12-08,subjective,positive,negative,down,up,up,up,up,up
2010-12-09,subjective,positive,negative,up,down,up,up,down,up
2010-12-10,subjective,negative,negative,up,down,down,up,up,up
2010-12-13,subjective,positive,negative,up,down,up,up,down,down
2010-12-14,subjective,positive,negative,down,up,down,up,up,up
2010-12-15,subjective,positive,negative,up,down,up,up,down,down
2010-12-16,subjective,negative,negative,down,up,down,down,up,down
2010-12-17,subjective,negative,negative,down,down,up,down,up,up
2010-12-20,subjective,negative,negative,up,down,up,up,up,up
2010-12-21,subjective,positive,negative,up,up,down,up,up,up
2010-12-22,subjective,negative,negative,up,down,down,up,up,up
2010-12-23,subjective,positive,negative,up,down,up,down,down,down
2010-12-29,subjective,positive,negative,down,down,down,up,down,up
2010-12-30,subjective,positive,negative,up,up,down,down,up,up
2010-12-31,subjective,positive,negative,up,up,up,down,down,up
2011-01-04,subjective,positive,negative,up,down,up,down,up,down
2011-01-05,subjective,positive,negative,down,up,up,up,down,down
2011-01-06,subjective,negative,negative,down,down,down,down,down,down
2011-01-07,subjective,positive,negative,down,down,up,up,up,up
2011-01-10,subjective,positive,negative,up,up,up,down,up,up
2011-01-11,subjective,positive,negative,up,down,up,up,up,down
2011-01-12,subjective,negative,negative,down,up,up,up,down,up
2011-01-13,subjective,positive,negative,up,up,up,up,up,up
2011-01-14,subjective,positive,positive,up,up,up,up,down,down
2011-01-18,subjective,positive,negative,down,down,down,up,down,down
2011-01-19,subjective,positive,negative,down,up,down,down,down,up
2011-01-20,subjective,negative,negative,up,up,down,down,up,up
2011-01-21,subjective,negative,negative,up,down,up,up,down,down
2011-01-24,subjective,positive,negative,down,up,up,up,down,up
2011-01-25,subjective,negative,negative,up,down,up,down,down,down
2011-01-27,subjective,positive,negative,down,up,down,down,up,up
2011-01-28,subjective,positive,negative,up,down,up,down,up,up
2011-01-31,subjective,positive,negative,up,down,up,down,down,up
2011-02-01,subjective,positive,positive,up,down,down,up,up,up
2011-02-02,subjective,positive,negative,up,up,up,up,down,up
2011-02-03,objective,negative,negative,up,down,up,up,down,up
2011-02-04,subjective,negative,negative,up,up,up,up,down,up
2011-02-07,subjective,negative,negative,up,down,up,up,down,up
2011-02-08,subjective,positive,negative,up,up,down,up,down,down
2011-02-09,subjective,positive,negative,down,up,up,up,up,up
2011-02-10,subjective,positive,negative,up,down,up,down,down,down
2011-02-11,subjective,negative,negative,down,down,up,up,down,down
2011-02-14,subjective,positive,negative,down,down,down,down,down,up
2011-02-15,subjective,negative,negative,up,up,up,down,up,up
2011-02-16,subjective,negative,negative,up,down,down,up,up,up
2011-02-17,subjective,negative,negative,up,up,down,down,down,down
2011-02-18,subjective,negative,negative,down,down,down,down,up,down
2011-02-22,subjective,positive,negative,down,up,down,down,up,down
2011-02-23,subjective,negative,negative,down,down,up,down,down,up
2011-02-24,subjective,positive,negative,up,down,up,up,up,up
2011-02-25,subjective,positive,negative,up,up,up,down,down,down
2011-02-28,subjective,positive,negative,down,down,down,down,up,up
2011-03-01,subjective,positive,negative,up,down,up,down,up,up
2011-03-02,subjective,negative,negative,up,up,up,up,down,down
2011-03-03,subjective,positive,negative,down,up,down,up,up,down
2011-03-04,subjective,positive,negative,down,up,down,down,up,up
2011-03-07,subjective,positive,negative,up,down,up,up,down,down
2011-03-08,subjective,positive,negative,down,down,down,down,down,down
2011-03-09,subjective,positive,negative,down,up,down,down,down,up
2011-03-10,objective,positive,negative,up,down,up,down,down,down
2011-03-11,objective,positive,positive,down,up,down,down,down,down
2011-03-15,subjective,positive,negative,down,up,down,up,up,up
2011-03-16,subjective,positive,negative,up,down,up,down,up,up
2011-03-17,subjective,negative,negative,up,up,down,up,down,up
2011-03-18,subjective,positive,negative,up,down,up,up,up,down
2011-03-21,subjective,positive,negative,down,down,down,up,up,up
2011-03-22,subjective,negative,negative,up,up,up,up,up,up
2011-03-23,subjective,positive,negative,up,down,up,up,down,up
2011-03-24,subjective,positive,negative,up,down,up,up,down,down
2011-03-25,subjective,positive,negative,down,down,down,down,down,up
2011-03-28,subjective,negative,negative,up,up,up,up,up,up
2011-03-29,subjective,positive,negative,up,up,up,up,down,down
2011-03-30,subjective,positive,negative,down,up,up,up,up,up
2011-03-31,subjective,positive,negative,up,down,up,up,up,up
2011-04-01,subjective,positive,negative,up,down,down,up,up,down
2011-04-04,subjective,positive,negative,down,up,down,up,down,up
2011-04-05,subjective,positive,negative,up,up,up,up,up,down
2011-04-06,subjective,negative,negative,down,down,down,down,up,down
2011-04-07,subjective,positive,negative,down,down,down,up,up,up
2011-04-08,subjective,positive,negative,up,down,down,up,down,down
2011-04-11,subjective,negative,negative,down,up,down,down,down,up
2011-04-12,subjective,negative,negative,up,down,up,up,up,up
2011-04-13,subjective,positive,negative,up,up,down,down,up,up
2011-04-14,subjective,positive,negative,up,up,down,down,up,down
2011-04-15,subjective,negative,negative,down,down,down,up,down,up
2011-04-18,subjective,positive,negative,up,down,up,down,up,up
2011-04-19,subjective,negative,negative,up,up,up,up,up,up
2011-04-20,subjective,positive,negative,up,down,up,up,up,up
2011-04-21,subjective,positive,negative,up,down,up,down,up,up
2011-04-27,subjective,negative,negative,up,down,down,up,up,up
2011-04-28,subjective,positive,negative,up,up,down,down,up,down
2011-04-29,subjective,positive,negative,down,down,down,up,down,up
2011-05-02,subjective,negative,negative,up,up,down,down,down,down
2011-05-03,subjective,positive,negative,down,up,down,down,down,down
2011-05-04,subjective,positive,negative,down,down,down,up,down,up
2011-05-05,subjective,positive,negative,up,down,up,down,down,up
2011-05-06,subjective,positive,negative,up,down,up,up,up,up
2011-05-09,subjective,positive,negative,up,up,up,down,up,down
2011-05-10,subjective,positive,negative,down,up,down,up,down,up
2011-05-11,subjective,positive,negative,up,up,up,down,up,down
2011-05-12,subjective,positive,negative,down,down,down,up,up,down
2011-05-13,subjective,positive,negative,down,up,down,down,down,down
2011-05-16,subjective,positive,negative,down,up,up,up,down,up
2011-05-17,subjective,positive,negative,up,down,up,up,up,up
2011-05-18,subjective,positive,negative,up,down,up,up,down,down
2011-05-19,subjective,positive,negative,down,up,down,down,up,down
2011-05-20,subjective,positive,negative,down,down,down,down,down,down
2011-05-23,subjective,negative,negative,down,down,down,down,up,up
2011-05-24,subjective,positive,negative,up,down,up,down,up,up
2011-05-25,subjective,positive,negative,up,up,up,up,down,up
2011-05-26,subjective,positive,negative,up,down,up,up,up,up
2011-05-27,subjective,negative,negative,up,up,up,up,up,down
2011-05-31,subjective,negative,negative,down,down,down,down,down,down
2011-06-01,subjective,positive,negative,down,down,up,down,up,down
2011-06-02,subjective,negative,negative,down,up,down,down,down,down
2011-06-03,subjective,negative,negative,down,up,down,down,down,down
2011-06-06,subjective,positive,negative,down,down,down,down,up,down
2011-06-07,subjective,positive,negative,down,down,down,down,up,up
2011-06-08,subjective,positive,negative,up,down,up,up,up,down
2011-06-09,subjective,negative,negative,down,up,down,up,down,up
2011-06-10,subjective,positive,negative,up,down,up,up,up,down
2011-06-14,subjective,positive,negative,down,up,down,down,down,up
2011-06-15,subjective,positive,negative,up,up,down,down,up,up
2011-06-16,subjective,positive,negative,up,up,down,up,down,up
2011-06-17,subjective,positive,negative,up,down,up,down,up,up
2011-06-20,subjective,positive,negative,up,up,up,up,up,down
2011-06-21,subjective,positive,negative,down,down,down,up,up,down
2011-06-22,subjective,positive,negative,down,up,up,down,down,down
2011-06-23,subjective,positive,negative,down,up,down,up,up,up
2011-06-24,subjective,positive,negative,up,down,up,down,down,up
2011-06-27,subjective,negative,negative,up,down,up,up,up,up
2011-06-28,subjective,positive,negative,up,up,up,up,up,up
2011-06-29,subjective,positive,negative,up,up,up,up,up,up
2011-06-30,subjective,positive,negative,up,down,up,down,down,down
2011-07-01,subjective,positive,negative,down,down,up,up,up,up
2011-07-05,subjective,negative,negative,up,up,up,up,down,up
2011-07-06,subjective,positive,negative,up,up,up,up,up,down
2011-07-07,subjective,positive,negative,down,down,down,up,down,down
2011-07-08,subjective,positive,negative,down,up,down,down,down,down
2011-07-11,subjective,negative,negative,down,up,down,down,up,up
2011-07-12,subjective,positive,negative,up,down,up,up,up,down
2011-07-13,subjective,positive,negative,down,up,down,down,down,up
2011-07-14,subjective,positive,negative,up,up,up,down,up,down
2011-07-15,subjective,negative,negative,down,down,down,down,down,up
2011-07-18,subjective,negative,negative,up,up,up,down,up,down
2011-07-19,subjective,positive,negative,down,down,down,up,up,up
2011-07-20,subjective,positive,negative,up,up,up,up,up,down
2011-07-21,subjective,positive,negative,down,down,up,up,up,down
2011-07-22,subjective,positive,negative,down,down,down,down,down,down
2011-07-25,subjective,positive,negative,down,up,up,up,up,down
2011-07-26,subjective,positive,negative,down,up,down,down,down,down
2011-07-27,subjective,positive,negative,down,down,up,down,up,down
2011-07-28,subjective,negative,negative,down,up,down,down,down,down
2011-07-29,subjective,positive,negative,down,down,down,up,down,up
2011-08-02,subjective,positive,negative,up,down,up,down,down,down
2011-08-03,subjective,negative,negative,down,up,down,down,down,up
2011-08-04,subjective,positive,negative,up,up,down,down,up,down
2011-08-05,subjective,positive,negative,down,up,down,down,down,up
2011-08-08,subjective,positive,negative,up,down,up,up,down,down
2011-08-09,subjective,negative,negative,down,down,down,up,up,up
2011-08-10,subjective,negative,negative,up,down,up,down,up,up
2011-08-11,subjective,positive,negative,up,down,up,up,down,up
2011-08-12,subjective,positive,negative,up,down,up,up,up,down
2011-08-15,subjective,negative,negative,down,down,down,down,down,up
2011-08-16,subjective,negative,negative,up,down,down,up,up,down
2011-08-17,subjective,negative,negative,down,up,down,down,down,down
2011-08-18,subjective,positive,negative,down,up,down,down,down,up
2011-08-19,subjective,negative,negative,up,down,up,down,up,up
2011-08-22,subjective,positive,negative,up,up,up,up,up,up
2011-08-23,subjective,positive,negative,up,down,up,down,down,down
2011-08-24,subjective,positive,negative,down,up,down,up,up,up
2011-08-25,subjective,positive,negative,up,down,up,down,up,up
2011-08-26,objective,positive,negative,up,down,up,up,up,up
2011-08-29,subjective,positive,negative,up,up,up,up,up,up
2011-08-30,subjective,positive,negative,up,up,up,up,down,down
2011-08-31,subjective,positive,negative,down,down,down,up,up,down
2011-09-01,subjective,positive,negative,down,down,down,down,down,down
2011-09-02,subjective,positive,negative,down,up,up,down,down,up
2011-09-06,subjective,positive,negative,up,down,up,up,up,down
2011-09-07,subjective,negative,negative,down,up,down,up,down,down
2011-09-08,subjective,negative,negative,down,up,down,up,down,up
2011-09-09,subjective,negative,negative,up,down,up,down,up,up
2011-09-12,subjective,positive,negative,up,down,up,up,up,up
2011-09-13,subjective,positive,negative,up,up,up,down,down,up
2011-09-14,subjective,negative,negative,up,down,up,up,up,up
2011-09-15,subjective,negative,negative,up,up,up,up,down,down
2011-09-16,subjective,positive,negative,down,down,up,down,down,up
2011-09-19,subjective,positive,negative,up,down,down,down,up,down
2011-09-20,subjective,positive,positive,down,up,down,up,down,down
2011-09-21,subjective,negative,negative,down,up,down,down,down,up
2011-09-22,subjective,negative,negative,up,down,up,down,down,up
2011-09-23,subjective,negative,negative,up,up,up,down,up,up
2011-09-26,subjective,positive,negative,up,down,up,up,up,down
2011-09-27,subjective,positive,negative,down,down,down,up,down,up
2011-09-28,subjective,negative,negative,up,up,down,down,up,down
2011-09-29,subjective,positive,negative,down,up,down,up,down,down
2011-09-30,subjective,positive,negative,down,up,down,down,down,up
2011-10-04,subjective,positive,negative,up,down,up,up,up,up
2011-10-05,subjective,positive,negative,up,down,up,up,up,down
2011-10-06,subjective,negative,negative,down,down,down,up,up,up
2011-10-07,subjective,positive,negative,up,down,up,up,up,up
2011-10-11,subjective,positive,negative,up,up,up,down,down,down
2011-10-12,subjective,negative,negative,down,down,up,up,down,up
2011-10-13,subjective,positive,negative,up,down,up,down,up,down
2011-10-14,subjective,negative,negative,down,up,down,up,down,up
2011-10-17,subjective,negative,negative,up,up,up,down,up,down
2011-10-18,subjective,positive,negative,down,down,down,up,down,up
2011-10-19,subjective,negative,negative,up,down,down,down,down,up
2011-10-20,subjective,positive,positive,up,up,up,down,up,up
2011-10-21,subjective,positive,negative,up,down,up,up,up,down
2011-10-24,subjective,positive,negative,down,down,down,down,up,up
2011-10-25,subjective,negative,negative,up,up,down,up,down,up
2011-10-26,subjective,positive,negative,up,up,up,up,up,up
2011-10-27,subjective,positive,negative,up,down,up,up,down,down
2011-10-28,subjective,positive,negative,down,up,down,down,down,down
2011-10-31,subjective,positive,negative,down,down,down,down,down,up
2011-11-02,subjective,negative,negative,up,up,up,down,up,down
2011-11-03,subjective,positive,negative,down,down,down,up,up,up
2011-11-04,subjective,positive,negative,up,down,up,down,up,up
2011-11-07,subjective,negative,negative,up,up,up,up,up,down
2011-11-08,subjective,positive,negative,down,up,down,up,down,up
2011-11-09,subjective,negative,negative,up,down,down,down,up,up
2011-11-10,subjective,positive,negative,up,down,up,up,up,down
2011-11-11,subjective,positive,negative,down,down,down,up,down,up
2011-11-14,subjective,negative,negative,up,down,up,down,up,down
2011-11-15,subjective,negative,negative,down,up,down,down,up,down
2011-11-16,subjective,negative,negative,down,up,down,up,down,up
2011-11-17,subjective,negative,negative,up,up,down,down,down,down
2011-11-18,subjective,positive,negative,down,down,down,down,down,down
2011-11-21,subjective,negative,negative,down,down,up,down,up,down
2011-11-22,subjective,negative,negative,down,up,down,down,down,up
2011-11-23,subjective,negative,negative,up,up,up,up,up,up
2011-11-28,subjective,positive,negative,up,down,down,up,up,up
2011-11-29,subjective,positive,negative,up,up,up,up,up,down
2011-11-30,subjective,positive,negative,down,down,up,up,down,down
2011-12-01,subjective,positive,negative,down,up,down,up,up,up
2011-12-02,subjective,positive,negative,up,up,up,up,up,up
2011-12-05,subjective,positive,negative,up,down,down,down,up,up
2011-12-06,subjective,positive,negative,up,up,up,up,down,down
2011-12-07,subjective,negative,negative,down,down,down,down,down,up
2011-12-08,objective,positive,negative,up,down,up,down,up,down
2011-12-09,subjective,negative,negative,down,down,down,up,down,down
2011-12-12,subjective,positive,negative,down,up,down,down,up,down
2011-12-13,subjective,negative,negative,down,down,down,down,down,up
2011-12-14,subjective,positive,negative,up,down,down,down,down,down
2011-12-15,subjective,positive,negative,down,up,up,up,down,down
2011-12-16,subjective,positive,negative,down,down,down,down,up,up
2011-12-19,subjective,positive,negative,up,up,up,down,up,up
2011-12-20,subjective,positive,negative,up,down,down,up,up,up
2011-12-21,subjective,negative,negative,up,down,up,down,up,up
2011-12-22,subjective,positive,negative,up,down,up,up,up,down
2011-12-23,subjective,positive,negative,down,up,down,down,down,up
2011-12-28,subjective,negative,negative,up,down,up,down,up,down
2011-12-29,subjective,positive,negative,down,up,down,down,down,up
2011-12-30,subjective,negative,negative,up,up,up,up,up,up
2012-01-03,subjective,positive,negative,up,down,up,up,up,down
2012-01-04,subjective,positive,negative,down,up,up,down,down,down
2012-01-05,subjective,negative,negative,down,down,up,down,down,up
2012-01-06,subjective,positive,negative,up,down,down,down,down,up
2012-01-09,subjective,negative,negative,up,up,up,up,up,down
2012-01-10,subjective,positive,negative,down,down,up,up,down,up
2012-01-11,subjective,negative,negative,up,down,up,down,down,down
2012-01-12,subjective,positive,negative,down,up,down,up,down,up
2012-01-13,subjective,positive,negative,up,down,up,up,up,up
2012-01-17,subjective,positive,negative,up,up,up,up,down,up
2012-01-18,subjective,positive,negative,up,down,up,down,down,up
2012-01-19,subjective,negative,negative,up,up,down,up,down,down
2012-01-20,subjective,negative,negative,down,down,up,down,up,down
2012-01-23,subjective,negative,negative,down,down,down,down,down,up
2012-01-24,subjective,negative,negative,up,up,up,up,up,down
2012-01-25,subjective,positive,negative,down,up,down,up,up,down
2012-01-27,subjective,positive,negative,down,down,up,down,down,down
2012-01-30,subjective,negative,negative,down,up,up,down,down,up
2012-01-31,subjective,positive,negative,up,down,up,down,down,down
2012-02-01,subjective,negative,negative,down,down,up,up,down,up
2012-02-02,subjective,positive,negative,up,up,up,down,up,down
2012-02-03,subjective,negative,negative,down,down,down,up,down,up
2012-02-06,subjective,negative,negative,up,up,up,down,up,up
2012-02-07,subjective,positive,negative,up,up,up,up,up,up
2012-02-08,objective,positive,negative,up,up,up,down,up,down
2012-02-09,subjective,negative,negative,down,down,down,down,down,up
2012-02-10,subjective,positive,negative,up,down,up,up,up,up
2012-02-13,subjective,negative,negative,up,up,up,down,down,down
2012-02-14,subjective,negative,negative,down,up,down,up,up,up
2012-02-15,subjective,positive,negative,up,up,up,down,up,up
2012-02-16,subjective,positive,negative,up,up,down,up,up,up
2012-02-17,subjective,negative,negative,up,down,up,up,up,down
2012-02-21,subjective,negative,negative,down,down,down,up,up,up
2012-02-22,subjective,negative,negative,up,down,up,down,up,down
2012-02-23,subjective,positive,negative,down,down,up,up,up,down
2012-02-24,subjective,positive,negative,down,up,up,down,down,up
2012-02-27,subjective,positive,negative,up,down,up,down,down,down
2012-02-28,subjective,positive,negative,down,up,down,up,up,up
2012-02-29,subjective,negative,negative,up,down,up,down,up,down
2012-03-01,subjective,negative,negative,down,down,down,up,down,down
2012-03-02,objective,positive,negative,down,up,down,down,up,down
2012-03-05,subjective,negative,negative,down,up,down,down,down,up
2012-03-06,subjective,negative,negative,up,up,up,down,up,up
2012-03-07,subjective,positive,negative,up,down,up,up,up,up
2012-03-08,subjective,negative,negative,up,down,up,up,up,up
2012-03-09,subjective,positive,negative,up,down,up,down,down,up
2012-03-12,subjective,positive,negative,up,up,up,up,up,up
2012-03-13,subjective,negative,negative,up,up,up,up,down,up
2012-03-14,subjective,negative,negative,up,down,up,down,down,down
2012-03-15,subjective,positive,negative,down,up,down,down,up,up
2012-03-16,subjective,positive,negative,up,down,up,up,up,down
2012-03-19,subjective,negative,negative,down,down,up,down,down,down
2012-03-20,subjective,positive,negative,down,down,up,down,up,down
2012-03-21,subjective,negative,negative,down,down,down,up,down,up
2012-03-22,subjective,negative,negative,up,up,down,down,up,up
2012-03-23,subjective,positive,negative,up,down,up,down,up,down
2012-03-26,subjective,positive,negative,down,up,up,up,up,down
2012-03-27,subjective,positive,negative,down,up,down,up,down,up
2012-03-28,subjective,positive,negative,up,down,down,down,down,up
2012-03-29,subjective,negative,negative,up,up,down,down,up,up
2012-03-30,subjective,negative,negative,up,down,up,down,up,down
2012-04-02,subjective,negative,negative,down,up,down,up,down,down
2012-04-03,subjective,positive,negative,down,up,down,down,down,down
2012-04-04,subjective,negative,negative,down,down,up,down,up,down
2012-04-05,subjective,negative,negative,down,up,down,down,down,up
2012-04-10,subjective,positive,negative,up,down,up,down,up,down
2012-04-12,subjective,positive,negative,down,up,down,up,down,up
2012-04-13,subjective,negative,negative,up,down,down,down,up,up
2012-04-16,subjective,positive,negative,up,down,up,down,up,down
2012-04-17,subjective,negative,negative,down,down,down,up,down,down
2012-04-18,subjective,negative,negative,down,up,down,up,down,up
2012-04-19,subjective,positive,negative,up,up,down,up,up,down
2012-04-20,subjective,positive,negative,down,down,down,down,up,up
2012-04-23,subjective,positive,negative,up,down,down,up,up,up
2012-04-24,subjective,positive,negative,up,down,up,up,up,up
2012-04-26,subjective,positive,negative,up,up,up,down,up,down
2012-04-27,subjective,negative,negative,down,up,down,up,down,up
2012-04-30,subjective,positive,negative,up,down,up,up,up,down
2012-05-01,subjective,negative,negative,down,down,up,up,down,down
2012-05-02,subjective,positive,negative,down,up,down,down,down,down
2012-05-03,subjective,negative,negative,down,up,down,down,down,down
2012-05-04,subjective,positive,negative,down,down,up,down,down,down
2012-05-07,subjective,positive,negative,down,up,down,up,down,down
2012-05-08,subjective,negative,negative,down,up,down,down,down,up
2012-05-09,subjective,positive,negative,up,up,down,up,up,down
2012-05-10,subjective,positive,negative,down,down,down,down,down,down
2012-05-11,subjective,positive,negative,down,down,down,up,down,down
2012-05-14,subjective,negative,negative,down,up,down,down,down,down
2012-05-15,subjective,positive,negative,down,down,down,down,down,down
2012-05-16,subjective,positive,negative,down,up,down,down,down,down
2012-05-17,subjective,positive,negative,down,up,down,down,down,up
2012-05-18,subjective,positive,negative,up,down,up,up,up,down
2012-05-21,subjective,positive,negative,down,down,down,up,down,down
2012-05-22,subjective,positive,negative,down,up,up,down,down,up
2012-05-23,subjective,positive,negative,up,down,down,down,up,down
2012-05-24,subjective,positive,negative,down,down,down,down,up,up
2012-05-25,subjective,positive,negative,up,up,up,up,down,down
2012-05-29,subjective,negative,negative,down,up,down,down,down,down
2012-05-30,subjective,negative,negative,down,up,down,down,down,down
2012-05-31,subjective,negative,negative,down,down,down,down,down,down
2012-06-01,subjective,negative,negative,down,down,up,down,up,up
2012-06-04,subjective,positive,negative,up,down,up,up,up,up
2012-06-05,subjective,positive,negative,up,up,up,up,up,up
2012-06-06,subjective,positive,negative,up,down,down,up,down,up
2012-06-07,subjective,positive,negative,up,down,up,down,down,up
2012-06-08,subjective,negative,negative,up,down,down,up,down,down
2012-06-12,subjective,negative,negative,down,up,down,down,down,up
2012-06-13,subjective,positive,negative,up,up,up,down,up,up
2012-06-14,subjective,positive,negative,up,up,up,up,up,down
2012-06-15,subjective,positive,negative,down,down,up,up,down,up
2012-06-18,subjective,positive,negative,up,up,up,down,up,down
2012-06-19,subjective,positive,negative,down,down,up,up,down,down
2012-06-20,subjective,positive,negative,down,up,down,down,down,up
2012-06-21,subjective,positive,negative,up,up,up,down,up,down
2012-06-22,subjective,positive,negative,down,down,down,down,down,up
2012-06-25,subjective,negative,negative,up,down,up,down,up,up
2012-06-26,subjective,positive,negative,up,down,up,up,up,down
2012-06-27,subjective,positive,negative,down,up,down,up,down,up
2012-06-28,subjective,negative,negative,up,up,up,up,up,down
2012-06-29,subjective,positive,negative,down,down,up,up,down,up
2012-07-02,subjective,positive,negative,up,down,up,up,up,down
2012-07-05,subjective,positive,negative,down,down,down,down,down,down
2012-07-06,subjective,positive,negative,down,up,down,down,up,down
2012-07-09,subjective,positive,negative,down,up,down,down,down,down
2012-07-10,subjective,positive,negative,down,up,down,down,up,down
2012-07-11,subjective,positive,negative,down,up,down,down,up,up
2012-07-12,subjective,positive,negative,up,down,up,up,up,down
2012-07-13,subjective,positive,negative,down,down,down,up,up,up
2012-07-16,subjective,negative,negative,up,up,up,up,up,up
2012-07-17,subjective,negative,negative,up,up,up,down,up,up
2012-07-18,subjective,negative,negative,up,up,up,up,up,down
2012-07-19,subjective,positive,negative,down,up,down,down,down,down
2012-07-20,subjective,negative,negative,down,down,down,down,down,down
